profile_id,account_age,verified_status,number_of_jobs_applied,response_rate,completion_rate,feedback_score,total_earnings,last_login_ip,last_login_time,device_type,number_of_refunds,reported_fraud
248,2 years,verified,36,0.22,0.3,3.1,2991,179.201.57.23,2024-08-30 16:38:59,Tablet,1,False
249,6 months,unverified,80,0.23,0.24,3.6,9813,89.116.146.86,2024-05-21 23:11:45,Tablet,1,False
250,1 month,verified,12,0.53,0.71,3.7,812,104.175.141.143,2024-08-05 02:59:19,Mobile,2,True
251,6 months,unverified,86,0.13,0.81,4.7,3034,174.148.12.109,2024-05-31 22:15:54,PC,3,False
252,6 months,unverified,87,0.72,0.35,4.0,4438,166.32.204.94,2024-07-27 01:09:32,Tablet,0,True
253,1 year,verified,2,0.39,0.16,4.8,6029,58.173.250.183,2024-02-03 04:47:33,Tablet,5,False
254,1 year,verified,41,0.49,0.8,2.8,6673,16.202.19.232,2024-09-21 01:51:12,Mobile,3,False
255,1 month,unverified,80,0.96,0.98,4.2,9965,96.144.250.53,2024-06-05 00:50:24,PC,2,False
256,3 years,verified,25,0.12,1.0,1.1,5823,11.205.121.110,2024-03-05 08:33:04,Tablet,5,False
257,3 years,unverified,83,0.84,0.22,1.4,1426,37.146.138.198,2024-01-04 17:16:24,PC,2,False
258,2 years,verified,25,0.76,0.96,1.7,648,103.199.150.58,2024-06-19 20:27:49,Mobile,4,False
259,3 years,verified,17,0.61,0.83,3.4,3339,165.48.92.33,2024-06-08 16:45:10,PC,4,True
260,1 month,unverified,90,0.29,0.81,3.7,7365,212.38.23.121,2024-06-14 18:25:56,Mobile,2,False
261,6 months,unverified,75,0.56,0.26,1.6,3879,168.73.28.239,2024-05-17 02:29:26,Tablet,4,False
262,1 month,verified,97,0.81,0.93,2.0,8964,174.101.150.17,2024-01-31 17:52:16,Tablet,1,False
263,3 years,unverified,46,0.31,0.62,3.4,2069,128.6.122.96,2024-07-03 07:32:58,Mobile,5,False
264,6 months,unverified,84,0.42,0.66,1.1,5817,217.189.247.23,2024-07-24 12:25:42,Tablet,0,False
265,6 months,verified,79,0.4,0.35,1.5,5284,163.73.108.224,2024-09-18 01:10:17,Tablet,1,True
266,3 years,verified,42,0.46,0.13,3.0,2148,207.209.251.157,2024-09-10 22:44:23,PC,0,True
267,1 month,unverified,89,0.31,0.44,4.8,1892,197.235.91.199,2024-05-11 18:12:57,PC,4,True
268,1 month,unverified,83,0.45,0.24,3.3,6062,139.211.223.156,2024-01-30 17:04:24,Mobile,2,False
269,6 months,verified,51,0.97,0.99,1.7,7849,197.163.37.50,2024-03-20 10:48:53,PC,1,False
270,3 years,verified,34,0.34,0.59,2.7,5081,219.0.63.57,2024-08-29 20:37:56,Tablet,4,True
271,2 years,verified,44,0.58,0.97,4.6,9766,12.207.77.211,2024-05-09 09:05:23,Tablet,0,False
272,6 months,unverified,14,0.35,0.39,3.6,2732,59.160.136.186,2024-06-16 14:27:50,Mobile,0,True
273,1 year,unverified,87,0.74,0.2,2.0,6220,216.125.190.206,2024-05-02 23:13:53,PC,3,False
274,3 years,unverified,93,1.0,0.13,1.2,4367,58.78.134.189,2024-01-03 03:35:02,PC,1,True
275,1 month,unverified,63,0.86,0.44,4.5,8825,88.147.200.250,2024-08-18 04:46:05,Mobile,2,False
276,2 years,verified,8,0.5,0.58,1.8,8101,189.70.147.204,2024-03-06 20:28:55,Tablet,0,False
277,3 years,verified,57,0.19,0.93,4.9,3506,164.218.2.191,2024-02-23 14:21:11,Mobile,3,True
278,2 years,unverified,4,0.93,0.99,3.6,3990,133.247.214.16,2024-02-16 08:27:32,Tablet,5,False
279,1 year,unverified,50,0.11,0.34,2.2,633,219.12.18.184,2024-05-29 23:47:57,Mobile,5,False
280,6 months,unverified,42,0.76,0.37,1.8,7754,190.66.34.71,2024-05-08 09:57:03,Tablet,3,True
281,3 years,verified,77,0.98,0.82,4.6,8761,218.52.215.47,2024-06-15 11:21:49,Mobile,0,False
282,2 years,unverified,59,0.45,0.96,4.6,4143,91.249.209.158,2024-03-27 09:23:35,PC,1,True
283,1 year,verified,8,0.44,0.63,1.4,9081,68.28.226.138,2024-07-19 03:41:03,Mobile,3,True
284,3 years,verified,65,0.35,0.95,2.5,7477,213.14.104.213,2024-04-22 06:31:20,PC,0,False
285,1 month,unverified,54,0.49,0.59,1.9,9215,198.65.15.212,2024-04-17 07:35:58,Tablet,0,False
286,6 months,unverified,95,0.9,0.65,4.5,1687,26.1.105.142,2024-01-13 00:45:19,PC,4,True
287,3 years,verified,52,0.55,0.68,2.8,4449,85.62.210.239,2024-06-16 13:05:29,PC,5,False
288,2 years,verified,36,0.42,0.73,4.1,8111,9.29.202.170,2024-04-09 06:22:40,PC,4,False
289,1 month,verified,40,0.96,0.36,1.5,832,218.105.85.133,2024-07-03 03:05:24,Mobile,4,True
290,6 months,verified,25,0.46,0.4,1.6,1057,135.36.83.201,2024-03-24 21:57:51,Tablet,5,False
291,6 months,verified,31,0.76,0.81,1.1,3174,210.144.143.125,2024-06-02 11:31:38,Tablet,3,False
292,1 month,unverified,19,0.68,0.48,4.8,8243,82.58.144.95,2024-06-23 19:46:53,Mobile,0,False
293,1 year,verified,39,0.13,0.64,3.6,5756,215.171.109.40,2024-01-25 23:23:10,Tablet,0,False
294,6 months,unverified,3,0.97,0.52,1.5,8083,212.72.100.56,2024-05-12 08:55:30,Tablet,5,True
295,1 month,verified,50,0.12,0.59,2.0,5078,151.184.100.35,2024-06-23 19:51:17,PC,5,False
296,1 month,unverified,4,0.78,0.39,1.2,2396,175.70.104.112,2024-08-22 17:03:37,Mobile,4,True
297,1 month,unverified,21,0.28,0.79,1.1,9779,142.29.234.197,2024-03-01 06:16:18,Tablet,1,True
298,1 year,verified,67,0.65,0.84,1.2,6108,131.116.189.205,2024-04-12 19:37:30,Mobile,4,True
299,2 years,unverified,100,0.67,0.18,3.5,8405,55.187.249.157,2024-03-01 21:14:02,Tablet,5,False
300,1 year,verified,64,0.8,0.88,3.3,1540,99.46.19.183,2024-05-31 08:05:23,Tablet,1,True
301,1 month,verified,95,0.55,0.9,2.3,7891,72.13.209.15,2024-08-31 06:07:16,PC,2,False
302,3 years,unverified,37,0.2,0.49,4.9,6128,146.149.141.161,2024-03-05 05:06:15,PC,4,True
303,1 month,verified,28,0.69,0.57,3.8,7010,207.165.10.37,2024-04-05 08:11:36,Tablet,0,True
304,1 month,unverified,51,0.81,0.73,1.0,1480,56.46.79.237,2024-02-20 02:49:50,Mobile,4,True
305,3 years,unverified,49,0.67,0.23,1.4,6832,212.29.72.92,2024-02-01 23:50:06,Tablet,3,True
306,2 years,unverified,58,0.74,0.16,4.2,3324,210.214.2.78,2024-02-19 11:11:57,Tablet,0,True
307,6 months,unverified,66,0.37,0.34,3.8,481,216.89.135.226,2024-04-02 09:02:04,Mobile,4,False
308,6 months,verified,91,0.83,0.32,4.5,1943,194.112.196.55,2024-09-02 19:03:34,Tablet,4,False
309,3 years,unverified,22,0.12,0.24,4.7,9018,213.77.155.230,2024-08-20 03:31:48,Tablet,1,True
310,3 years,unverified,13,0.11,0.93,4.6,4044,146.46.58.110,2024-03-01 09:04:28,Mobile,0,False
311,2 years,verified,48,0.59,0.69,4.1,512,222.201.20.71,2024-04-03 12:12:33,Tablet,3,False
312,3 years,verified,23,0.17,0.64,1.3,547,132.223.235.124,2024-01-09 01:00:45,Mobile,4,False
313,2 years,verified,36,0.4,0.2,3.2,8000,223.226.209.22,2024-02-20 12:05:53,Tablet,5,False
314,1 year,unverified,54,0.54,0.2,4.2,403,118.13.206.85,2024-01-11 12:11:31,Mobile,2,True
315,1 year,verified,38,0.74,0.1,2.6,3445,214.142.155.31,2024-06-18 12:45:10,Mobile,1,True
316,2 years,verified,19,0.39,0.34,1.6,9272,185.15.250.69,2024-08-31 02:46:15,Mobile,0,True
317,6 months,unverified,62,0.24,0.28,3.5,1085,14.222.172.138,2024-07-01 02:35:33,Mobile,5,False
318,1 year,unverified,60,0.17,0.6,2.3,1870,39.30.239.15,2024-02-03 03:16:40,Mobile,3,True
319,3 years,verified,69,0.33,0.8,1.1,2001,139.228.144.94,2024-02-15 07:25:25,Mobile,1,True
320,1 year,unverified,93,0.93,0.68,1.6,9139,99.68.97.112,2024-10-05 08:28:25,PC,4,False
321,6 months,verified,1,0.43,0.14,1.1,7364,183.94.88.232,2024-08-07 09:27:18,Mobile,2,False
322,1 year,verified,98,0.29,0.49,2.4,5223,116.204.186.66,2024-04-13 01:56:08,Mobile,3,True
323,3 years,verified,49,0.3,0.25,1.1,9387,150.50.216.60,2024-06-14 09:44:14,PC,4,True
324,6 months,verified,66,0.92,0.29,4.6,8206,138.142.191.105,2024-06-10 19:16:58,PC,5,False
325,1 year,unverified,89,0.89,0.56,5.0,9087,37.252.136.174,2024-09-16 04:27:47,Mobile,5,True
326,1 year,unverified,33,0.28,0.19,2.9,5121,206.6.209.51,2024-04-22 08:31:20,Mobile,4,False
327,3 years,verified,45,0.35,0.18,2.1,6923,216.160.141.163,2024-02-06 15:18:16,Tablet,5,False
328,1 month,unverified,86,0.77,0.44,3.9,4691,195.181.145.202,2024-09-09 06:28:23,Tablet,2,True
329,3 years,verified,25,0.86,0.66,2.8,9098,194.184.230.25,2024-07-16 08:03:11,PC,2,True
330,6 months,unverified,55,0.43,0.84,3.1,8791,162.80.179.227,2024-01-08 11:28:26,Mobile,1,False
331,2 years,unverified,54,0.87,0.37,1.0,426,201.212.30.34,2024-01-30 18:54:02,Tablet,5,False
332,1 month,unverified,25,0.85,0.2,4.9,9426,151.2.249.235,2024-09-21 22:07:24,Tablet,0,True
333,2 years,verified,41,0.91,0.8,2.7,7284,201.139.195.139,2024-10-02 13:59:37,Tablet,0,False
334,3 years,unverified,14,0.6,0.17,3.6,4426,211.47.254.171,2024-03-29 10:20:10,Tablet,2,True
335,6 months,unverified,82,0.5,0.71,2.9,6383,57.3.122.205,2024-09-14 21:33:20,PC,2,False
336,6 months,verified,23,0.62,0.15,2.0,1784,217.66.168.248,2024-08-26 09:31:38,Mobile,0,True
337,1 year,verified,54,0.52,0.1,1.7,7648,94.245.113.137,2024-01-17 22:14:14,Tablet,1,False
338,2 years,unverified,11,0.21,0.29,1.6,2523,220.86.75.28,2024-06-23 07:49:48,Tablet,4,False
339,1 month,unverified,85,0.39,0.32,3.0,3479,146.135.5.177,2024-09-10 14:05:48,Mobile,1,False
340,3 years,verified,69,0.3,0.85,3.3,2843,218.26.98.234,2024-02-02 18:56:02,Mobile,4,False
341,1 month,verified,51,0.16,0.81,3.5,1539,47.78.17.31,2024-02-06 08:19:03,Mobile,2,True
342,3 years,unverified,66,0.41,0.94,2.4,7229,206.215.94.140,2024-04-08 23:45:00,Tablet,1,False
343,3 years,unverified,76,0.22,0.97,4.9,5963,157.224.111.109,2024-01-11 01:42:18,Mobile,1,True
344,6 months,unverified,66,0.82,0.3,2.3,9349,115.122.37.195,2024-06-26 01:22:37,Tablet,2,False
345,2 years,unverified,59,0.36,0.99,4.0,4233,194.255.251.168,2024-06-13 11:50:42,PC,5,False
346,2 years,verified,2,0.45,0.81,4.8,3345,144.101.173.4,2024-09-17 00:24:48,PC,3,False
347,2 years,unverified,76,0.86,0.64,3.5,5567,175.121.236.204,2024-05-13 01:13:02,Tablet,1,False
348,3 years,verified,39,0.56,0.19,1.1,7690,214.180.11.175,2024-03-26 09:05:57,Mobile,4,True
349,3 years,verified,47,0.34,0.44,2.3,6236,205.161.192.248,2024-06-06 19:48:29,Mobile,0,False
350,6 months,verified,47,0.57,0.57,3.2,5438,206.218.13.8,2024-08-10 17:01:08,Mobile,4,True
351,1 year,verified,8,0.58,0.57,2.0,1666,66.21.156.45,2024-05-18 05:30:07,Tablet,4,False
352,1 year,verified,19,0.25,0.87,1.7,1848,208.183.6.240,2024-06-10 13:19:11,Tablet,3,True
353,6 months,unverified,52,0.26,0.68,4.3,8797,126.58.131.36,2024-07-09 13:02:38,PC,0,False
354,6 months,verified,45,0.98,0.73,3.6,9163,68.83.16.233,2024-02-19 04:39:48,Tablet,1,False
355,1 year,verified,61,0.23,0.89,2.5,6615,189.141.109.123,2024-06-08 08:34:36,Tablet,3,False
356,2 years,unverified,8,0.22,0.33,2.6,9707,195.178.85.66,2024-06-11 08:06:55,Tablet,2,False
357,1 year,unverified,49,0.54,0.2,4.8,6414,182.130.129.112,2024-05-29 13:48:53,Tablet,4,False
358,6 months,unverified,85,0.43,0.18,4.8,3689,20.202.167.82,2024-03-13 06:54:38,Mobile,0,True
359,6 months,verified,93,0.13,0.35,4.1,920,122.97.61.181,2024-06-04 23:47:43,PC,0,False
360,1 month,unverified,85,0.3,0.26,1.8,9795,221.10.209.140,2024-06-08 18:18:55,PC,0,False
361,1 year,unverified,21,0.45,0.46,2.8,5499,19.238.123.239,2024-07-12 23:24:50,Tablet,3,True
362,1 year,verified,58,0.52,0.76,1.3,5445,212.78.161.99,2024-02-28 10:29:12,Tablet,2,False
363,1 year,unverified,54,0.33,0.19,4.5,6532,195.188.63.127,2024-03-20 20:01:03,PC,0,True
364,1 month,verified,65,0.73,0.28,4.8,8642,161.121.68.145,2024-09-17 11:18:40,Mobile,3,True
365,3 years,unverified,79,0.67,0.89,1.4,742,203.250.120.93,2024-07-27 10:32:45,PC,1,True
366,1 year,unverified,76,0.58,0.32,4.9,4489,28.247.223.96,2024-01-17 14:43:38,PC,0,False
367,2 years,verified,12,0.21,0.84,4.1,5190,63.84.64.192,2024-09-10 15:23:34,Mobile,1,False
368,1 year,unverified,9,0.98,0.13,1.6,1470,157.135.125.114,2024-07-31 14:17:02,Mobile,4,True
369,1 year,verified,64,0.17,0.9,2.3,5600,8.157.186.212,2024-09-04 13:57:08,PC,0,False
370,1 month,unverified,91,0.19,0.66,1.4,5832,136.42.111.169,2024-04-16 21:52:14,Mobile,2,True
371,1 year,verified,40,0.83,0.65,1.8,3716,167.180.255.46,2024-01-02 02:29:13,Mobile,0,True
372,3 years,verified,58,0.34,0.75,3.4,2143,95.252.204.116,2024-04-11 09:03:08,Tablet,2,True
373,6 months,unverified,99,0.25,0.16,3.9,5405,221.35.116.4,2024-07-30 02:21:18,PC,0,False
374,1 month,unverified,50,0.57,0.88,3.2,3028,153.134.111.126,2024-03-08 07:27:58,PC,4,False
375,6 months,verified,92,0.71,0.43,1.6,1738,138.238.151.187,2024-08-04 06:46:37,Tablet,1,False
376,1 year,unverified,4,0.45,0.4,3.5,1709,190.64.79.145,2024-09-08 05:15:17,Mobile,2,False
377,6 months,unverified,96,0.3,0.78,3.9,2873,167.190.20.93,2024-08-14 11:03:04,Mobile,0,True
378,2 years,unverified,89,0.91,0.76,1.9,9369,165.86.231.189,2024-06-15 17:00:04,PC,2,True
379,3 years,unverified,88,0.93,0.99,4.8,6682,56.83.136.111,2024-03-05 18:33:45,Mobile,5,True
380,3 years,verified,54,0.35,0.28,3.9,9255,144.2.179.158,2024-04-02 15:22:15,Mobile,0,True
381,6 months,unverified,40,0.1,0.15,3.2,3890,149.29.182.204,2024-02-17 00:46:31,Tablet,5,True
382,3 years,verified,71,0.59,0.26,3.9,3107,195.211.41.231,2024-04-19 13:32:43,Tablet,3,True
383,3 years,verified,5,0.23,0.45,4.9,9394,58.255.197.164,2024-04-06 23:41:03,Mobile,3,True
384,1 month,verified,52,0.41,0.25,2.6,3677,138.122.161.68,2024-04-10 09:59:37,PC,1,False
385,1 year,verified,24,0.85,0.23,2.6,8995,194.231.129.208,2024-05-14 14:50:08,PC,5,False
386,3 years,unverified,20,0.52,0.77,3.2,4633,168.11.126.46,2024-09-19 10:46:12,Mobile,1,True
387,3 years,unverified,80,0.49,0.72,4.6,7862,195.165.116.22,2024-03-20 04:01:51,Tablet,4,True
388,1 month,verified,95,0.42,0.46,3.6,6966,214.59.145.47,2024-05-04 01:02:52,Mobile,5,False
389,3 years,unverified,76,0.25,0.26,3.9,5708,177.107.24.72,2024-04-13 09:42:17,PC,2,False
390,1 month,verified,78,0.69,0.17,3.1,1195,140.174.154.56,2024-01-11 11:10:31,Tablet,3,True
391,1 year,verified,94,0.12,0.84,1.7,1298,207.129.205.119,2024-02-08 19:28:51,PC,4,True
392,3 years,unverified,37,0.14,0.14,1.9,8471,187.243.75.189,2024-03-31 23:52:48,Tablet,0,False
393,2 years,verified,87,0.32,0.96,4.9,5079,150.114.36.86,2024-02-18 01:13:01,Tablet,4,False
394,2 years,verified,78,0.7,0.96,2.8,1596,211.109.30.80,2024-04-22 05:06:38,Mobile,1,True
395,6 months,verified,10,0.67,0.12,4.0,9788,204.114.77.24,2024-07-08 11:00:06,PC,0,False
396,1 year,verified,9,0.15,0.2,1.8,1551,182.222.16.34,2024-08-05 08:29:09,Mobile,3,True
397,3 years,unverified,16,0.64,0.55,4.3,9127,29.247.176.18,2024-01-14 11:16:24,Mobile,4,False
398,6 months,unverified,51,0.68,0.77,3.9,4856,160.237.222.1,2024-06-08 17:37:11,Tablet,2,False
399,3 years,verified,44,0.85,0.35,4.7,7773,113.180.164.49,2024-04-02 10:52:58,Tablet,2,False
400,3 years,verified,98,0.48,0.56,3.7,7374,151.129.133.124,2024-08-16 09:40:52,Tablet,1,False
401,2 years,unverified,46,0.17,0.22,3.2,9821,138.176.153.161,2024-05-27 23:58:19,Tablet,1,False
402,1 year,unverified,48,0.26,0.7,3.3,1690,180.23.43.188,2024-01-19 02:43:55,Mobile,5,True
403,1 month,unverified,39,0.92,0.71,2.4,8163,159.130.226.52,2024-09-27 05:15:46,Mobile,1,True
404,6 months,verified,37,0.29,0.16,3.2,9422,5.6.67.21,2024-08-04 20:24:40,Mobile,0,True
405,1 month,unverified,74,0.99,0.29,3.5,9654,218.77.100.251,2024-01-18 03:42:32,PC,4,True
406,2 years,unverified,67,0.47,0.35,3.1,5259,77.24.37.177,2024-09-09 08:15:59,Tablet,1,True
407,1 year,verified,34,0.9,0.26,2.2,2761,201.74.248.203,2024-05-22 17:52:34,PC,0,False
408,1 year,unverified,99,0.73,0.88,2.9,7878,87.237.228.156,2024-05-10 23:06:59,Mobile,2,False
409,1 year,unverified,73,0.92,0.62,4.0,862,219.9.143.137,2024-05-27 07:29:39,PC,5,True
410,1 year,unverified,77,0.3,0.8,1.1,2063,181.194.128.208,2024-03-31 16:41:15,PC,2,True
411,6 months,verified,58,0.63,0.39,1.9,9306,94.8.66.39,2024-08-07 03:37:24,PC,4,False
412,2 years,unverified,79,0.29,0.17,1.1,5020,194.50.74.232,2024-07-21 02:19:26,Mobile,4,False
413,2 years,unverified,4,0.89,0.23,1.0,6071,65.180.203.133,2024-07-28 23:34:08,Mobile,0,True
414,6 months,verified,76,0.93,0.41,3.6,1762,141.187.127.107,2024-02-26 18:19:42,Mobile,1,False
415,2 years,unverified,20,0.71,0.88,2.6,4140,31.120.190.243,2024-06-14 10:16:46,Tablet,4,True
416,3 years,unverified,11,0.83,0.91,4.2,8392,221.55.48.57,2024-02-13 02:03:34,Mobile,5,False
417,3 years,unverified,57,0.34,0.86,3.8,3344,51.36.34.51,2024-04-05 19:51:43,PC,5,False
418,6 months,verified,54,0.37,0.14,1.2,3168,99.60.185.72,2024-09-12 14:43:14,Mobile,1,True
419,3 years,unverified,86,0.66,0.7,4.4,4437,74.232.202.129,2024-05-02 05:22:59,Mobile,4,True
420,6 months,unverified,76,0.21,1.0,2.9,8966,174.56.147.246,2024-07-01 10:57:35,Mobile,1,True
421,2 years,verified,60,0.42,0.76,2.6,200,90.199.208.108,2024-09-22 06:08:01,Tablet,0,False
422,1 year,verified,46,0.88,0.57,3.8,1140,29.206.41.203,2024-05-25 21:28:10,Tablet,1,True
423,2 years,verified,35,0.64,0.13,3.4,2129,35.255.18.157,2024-08-25 17:31:46,Mobile,1,False
424,1 month,verified,57,0.35,0.49,3.3,9542,195.216.75.254,2024-05-06 04:30:44,PC,5,True
425,6 months,unverified,84,0.33,0.91,3.0,4379,172.123.7.7,2024-07-17 10:51:47,Mobile,4,True
426,6 months,unverified,68,0.51,0.78,1.1,4359,47.152.93.86,2024-08-29 11:35:56,Mobile,4,True
427,3 years,unverified,69,0.46,0.31,2.3,7060,21.88.161.150,2024-09-15 13:19:08,PC,2,False
428,3 years,unverified,69,0.34,0.53,2.9,8921,166.92.139.124,2024-03-14 03:22:20,Mobile,5,False
429,1 year,verified,99,0.25,0.23,2.8,979,202.205.234.198,2024-04-28 21:45:57,Mobile,4,False
430,2 years,verified,25,0.78,0.78,3.3,5004,218.175.119.84,2024-02-29 13:58:26,Mobile,1,True
431,1 month,unverified,80,0.44,0.94,1.6,7003,173.94.6.11,2024-08-21 20:35:41,PC,4,True
432,6 months,unverified,86,0.96,0.62,3.9,614,126.117.41.106,2024-10-01 09:48:22,Mobile,5,True
433,2 years,verified,14,0.23,0.36,1.9,7697,132.167.60.81,2024-05-02 10:59:25,PC,5,False
434,1 month,unverified,88,0.8,0.27,2.6,2744,198.185.170.180,2024-02-22 06:19:27,Tablet,4,False
435,1 year,verified,46,0.78,0.65,3.2,6664,196.13.18.161,2024-03-23 19:57:01,PC,2,False
436,6 months,verified,66,0.52,0.62,2.0,6893,215.99.28.55,2024-05-31 01:06:00,PC,2,True
437,1 month,unverified,2,0.6,0.56,2.2,507,218.147.152.1,2024-05-11 23:07:07,PC,1,True
438,1 month,unverified,53,0.29,0.98,4.3,4150,27.232.83.218,2024-02-13 22:41:11,Tablet,0,True
439,1 year,unverified,23,0.7,0.71,2.1,2529,153.234.84.148,2024-01-07 09:06:31,Tablet,5,True
440,1 year,verified,89,0.67,0.44,4.9,9704,174.68.156.34,2024-03-10 10:04:27,Tablet,5,False
441,1 year,unverified,99,0.16,0.45,2.5,7242,146.85.143.194,2024-06-07 17:29:01,PC,5,True
442,2 years,verified,45,0.76,0.42,1.2,1460,182.31.214.80,2024-02-03 05:39:29,PC,0,False
443,3 years,unverified,22,0.51,0.66,2.2,1637,218.225.43.93,2024-01-23 02:40:47,PC,5,True
444,2 years,unverified,77,0.52,0.78,4.5,1110,12.74.34.225,2024-07-17 01:52:18,Tablet,1,True
445,1 year,verified,57,0.35,0.86,3.2,8957,195.194.61.135,2024-05-22 15:00:59,PC,5,False
446,1 year,verified,9,0.33,0.11,2.9,3793,148.142.22.82,2024-05-17 09:24:24,Tablet,5,True
447,1 year,verified,75,0.18,0.23,3.0,4489,144.0.113.66,2024-08-17 21:18:27,Mobile,1,True
448,2 years,unverified,23,0.11,0.38,3.6,3009,92.97.73.156,2024-04-28 05:38:36,PC,2,True
449,2 years,unverified,83,0.58,0.38,4.9,5770,153.155.163.207,2024-07-21 15:08:22,Tablet,0,True
450,1 year,verified,39,0.99,0.42,3.1,864,172.50.57.92,2024-03-17 07:49:02,Tablet,0,True
451,3 years,unverified,49,0.17,0.84,1.3,1423,5.200.182.74,2024-08-14 05:21:01,PC,5,False
452,1 month,unverified,90,0.85,0.55,3.2,6641,182.150.61.115,2024-02-09 09:24:40,Tablet,4,False
453,3 years,verified,17,0.27,0.59,4.0,1545,128.127.191.170,2024-09-19 01:45:27,Tablet,4,False
454,3 years,verified,45,0.24,0.58,3.6,2387,157.151.26.155,2024-05-12 03:02:26,Mobile,5,True
455,2 years,verified,89,0.79,0.81,1.4,291,198.228.30.39,2024-08-05 20:08:08,PC,0,True
456,1 year,unverified,45,0.38,0.63,3.1,2991,130.82.143.237,2024-02-12 06:26:58,Tablet,4,False
457,3 years,unverified,74,0.4,0.22,4.6,7468,198.159.232.13,2024-04-22 11:02:45,PC,0,True
458,3 years,unverified,81,0.54,0.11,3.9,9421,156.5.163.155,2024-09-01 01:08:20,Mobile,0,True
459,1 year,verified,78,0.1,0.65,1.4,2626,128.109.129.41,2024-05-31 22:38:15,Mobile,5,False
460,2 years,verified,83,0.3,0.77,4.1,3397,98.64.59.241,2024-07-12 23:36:23,Mobile,3,True
461,1 month,verified,44,0.22,0.31,1.0,5927,29.124.165.225,2024-07-21 03:32:07,Tablet,2,False
462,1 month,unverified,44,0.31,0.76,4.0,5235,27.176.222.193,2024-08-09 15:13:57,Mobile,4,False
463,1 year,unverified,49,0.75,0.63,3.4,1420,199.129.202.180,2024-02-10 04:26:44,PC,2,True
464,1 year,verified,94,0.4,0.56,3.8,188,203.0.153.109,2024-08-21 15:52:47,PC,5,False
465,1 year,unverified,62,0.7,0.83,2.6,8586,11.59.22.52,2024-05-29 22:14:28,Mobile,1,True
466,1 year,verified,50,0.39,0.9,4.5,4596,99.117.191.113,2024-05-26 22:15:08,Mobile,1,True
467,2 years,verified,26,0.23,0.47,3.0,8122,210.77.150.186,2024-05-18 07:06:04,Mobile,2,False
468,2 years,unverified,12,0.9,0.65,3.2,7286,41.165.81.252,2024-04-03 14:45:09,Mobile,2,True
469,6 months,verified,83,0.51,0.1,3.8,3046,199.130.180.207,2024-04-24 11:48:12,PC,3,False
470,2 years,verified,33,0.54,0.74,5.0,9188,41.104.180.87,2024-09-11 02:16:24,PC,0,False
471,2 years,verified,31,0.85,0.89,3.2,5111,101.193.247.182,2024-02-08 10:05:09,PC,0,True
472,1 year,verified,17,0.78,0.15,3.3,2473,144.1.52.248,2024-06-09 07:49:43,Mobile,2,True
473,6 months,verified,77,0.23,0.95,4.8,8978,18.111.242.139,2024-05-02 16:09:46,Mobile,5,True
474,1 month,unverified,59,0.98,0.72,2.3,7113,201.74.46.174,2024-05-11 22:21:15,Tablet,2,False
475,1 year,verified,65,0.86,0.93,1.7,1935,195.239.155.20,2024-09-26 23:43:44,Mobile,0,False
476,3 years,verified,82,0.87,0.75,4.2,3975,122.147.158.95,2024-10-02 18:24:26,Mobile,1,False
477,3 years,unverified,17,0.36,0.56,1.1,1360,18.86.168.127,2024-05-04 03:47:25,PC,2,False
478,2 years,unverified,86,0.2,0.87,1.9,7545,180.21.111.181,2024-05-03 21:13:14,Tablet,3,False
479,1 month,unverified,6,0.66,0.52,4.0,987,160.167.202.220,2024-08-29 07:39:03,Mobile,3,True
480,1 month,unverified,53,0.16,0.8,3.9,203,72.61.233.72,2024-06-06 17:33:41,Tablet,2,False
481,1 year,unverified,18,0.68,1.0,4.4,1754,221.63.114.220,2024-05-04 21:52:38,Tablet,2,True
482,3 years,verified,93,0.86,0.15,4.7,1645,223.26.22.134,2024-07-13 03:33:51,Tablet,1,False
483,1 month,unverified,7,0.32,0.33,4.4,567,170.253.23.84,2024-03-10 07:29:24,PC,0,True
484,2 years,unverified,88,0.78,0.48,2.7,4954,181.83.134.129,2024-08-10 14:41:17,Mobile,1,True
485,6 months,unverified,91,0.98,0.25,2.0,1319,202.35.213.132,2024-04-16 22:58:35,Tablet,2,False
486,1 year,unverified,1,0.38,0.94,3.7,7803,152.175.14.159,2024-05-29 04:24:21,PC,5,False
487,3 years,unverified,57,0.85,0.42,3.9,1674,180.77.15.247,2024-04-07 14:46:00,Tablet,0,False
488,3 years,unverified,96,0.76,0.85,4.4,6662,223.137.131.149,2024-01-10 04:53:05,Tablet,1,True
489,1 year,verified,2,0.46,0.48,2.2,7181,104.105.122.59,2024-01-30 10:23:56,Mobile,4,True
490,6 months,unverified,6,0.48,0.22,4.1,206,218.99.133.252,2024-07-04 10:57:29,Mobile,4,False
491,6 months,verified,5,0.54,0.46,3.6,6699,198.250.25.14,2024-09-22 03:08:00,Tablet,4,False
492,3 years,verified,69,0.94,0.18,3.9,4055,70.187.182.27,2024-07-08 21:12:50,Mobile,2,False
493,6 months,verified,99,0.97,0.45,3.8,1769,216.217.157.183,2024-03-19 04:55:41,PC,1,False
494,1 month,unverified,1,0.63,0.89,3.7,3768,125.35.183.217,2024-03-31 18:06:29,Mobile,3,False
495,6 months,verified,81,0.95,0.63,2.8,1592,184.202.90.42,2024-03-07 10:29:07,PC,0,False
496,1 year,unverified,9,0.15,0.89,4.6,9768,200.193.50.206,2024-05-08 07:44:53,Tablet,2,False
